site_name,site_id,ccamlr region,longitude_EPSG4326,latitude_EPSG4326,common_name,day,month,year,season_starting,count,accuracy,count_type,vantage,reference,notes
Amanda Bay,AMAN,58.4.2,76.83,-69.27,emperor penguin,Unknown,Unknown,1961,1961,1500,3,adults,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Amanda Bay,AMAN,58.4.2,76.83,-69.27,emperor penguin,Unknown,Unknown,1983,1983,2339,2,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Amanda Bay,AMAN,58.4.2,76.83,-69.27,emperor penguin,Unknown,Unknown,1987,1987,9000,3,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Amanda Bay,AMAN,58.4.2,76.83,-69.27,emperor penguin,13,10,2009,2009,6831,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Amundsen Bay,AMUN,58.4.2,50.55,-66.78,emperor penguin,20,10,2009,2009,88,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Astrid,ASTD,48.6,8.31,-69.95,emperor penguin,11,11,2009,2009,1368,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Atka,ATKA,48.6,-8.13,-70.61,emperor penguin,Unknown,Unknown,1986,1986,8000,5,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Atka,ATKA,48.6,-8.13,-70.61,emperor penguin,8,9,2009,2009,9657,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Auster Islands,AUST,58.4.2,63.98,-67.39,emperor penguin,Unknown,Unknown,1978,1978,11000,3,adults,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Auster Islands,AUST,58.4.2,63.98,-67.39,emperor penguin,Unknown,Unknown,1988,1988,11000,4,adults,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Auster Islands,AUST,58.4.2,63.98,-67.39,adelie penguin,28,12,2006,2006,2082,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
Auster Islands,AUST,58.4.2,63.98,-67.39,emperor penguin,25,10,2009,2009,7855,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Bear Peninsula,BEAR,88.2,-110.1917,-74.3922,emperor penguin,18,11,2009,2009,9457,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,1976,1976,1787,1,chicks,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,Unknown,1981,1981,34600,1,adults,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1983,1983,40625,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,1983,1983,179,1,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1984,1984,36741,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1985,1985,39985,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1986,1986,53079,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1987,1987,46001,2,nests,aerial photo,"<strong>Taylor, R. H., P. R. Wilson, and B. W. Thomas, </strong><i> 1990</i>. Status and trends of Ad&#233;lie penguin populations in the Ross Sea region. Polar Record 26:293- 304.",None
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1988,1988,43336,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1989,1989,42561,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1990,1990,27953,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1991,1991,37668,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1992,1992,36155,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1996,1996,21147,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,1998,1998,21285,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2000,2000,2038,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2000,2000,839,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2001,2001,1075,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2001,2001,1630,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2002,2002,1430,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2002,2002,1805,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2003,2003,364,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2003,2003,883,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2004,2004,47725,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2004,2004,131,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2004,2004,882,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2005,2005,52335,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2005,2005,628,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2005,2005,1222,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2006,2006,48039,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2006,2006,1155,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2006,2006,1312,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2007,2007,1442,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2007,2007,912,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2008,2008,45561,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2008,2008,1683,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2008,2008,1109,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,12,10,2009,2009,1641,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,12,12,2010,2010,61106,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2010,2010,63760,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2010,2010,1079,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2010,2010,2123,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2011,2011,0,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2011,2011,667,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2012,2012,705,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,emperor penguin,Unknown,Unknown,2012,2012,812,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,Unknown,12,2013,2013,70468,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Bowman Island,BOWM,58.4.1,103.07,-65.16,emperor penguin,Unknown,Unknown,1960,1960,1500,5,adults,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Bowman Island,BOWM,58.4.1,103.07,-65.16,emperor penguin,26,10,2009,2009,1609,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Brownson Islands,BSON,88.3,-103.636074,-74.168119,emperor penguin,18,11,2009,2009,5732,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Brownson Islands,BSON,88.3,-103.636074,-74.168119,adelie penguin,19,12,2011,2011,15962,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,Unknown,Unknown,2008,2008,13820,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,13,10,2009,2009,11438,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,Unknown,Unknown,2011,2011,10493,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,Unknown,Unknown,2011,2011,26266,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,Unknown,Unknown,2012,2012,17125,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
"Cape Colbeck, Edward VII Peninsula",CBEK,88.2,-157.7,-77.14,emperor penguin,Unknown,Unknown,2012,2012,21385,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,1964,1964,2100,2,chicks,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,1983,1983,22137,2,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2005,2005,24207,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2005,2005,25406,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
