site_name,site_id,ccamlr region,longitude_EPSG4326,latitude_EPSG4326,common_name,day,month,year,season_starting,count,accuracy,count_type,vantage,reference,notes
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2006,2006,16757,2,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2006,2006,31432,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2007,2007,16566,2,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2007,2007,20202,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2008,2008,22511,2,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2008,2008,25966,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,16,10,2009,2009,25298,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2010,2010,9305,2,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2010,2010,11348,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2011,2011,12382,1,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2011,2011,26959,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2012,2012,25244,2,chicks,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,Unknown,Unknown,2012,2012,25428,1,adults,aerial,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1968,1968,711,1,chicks,None,"<strong>Ainley, D. G., R. C. Wood, and W. J. L. Sladen, </strong><i> 1978</i>. Bird life at Cape Crozier, Ross Island. The Wilson Bulletin 90:492-510. ",None
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1969,1969,697,1,chicks,None,"<strong>Ainley, D. G., R. C. Wood, and W. J. L. Sladen, </strong><i> 1978</i>. Bird life at Cape Crozier, Ross Island. The Wilson Bulletin 90:492-510. ",None
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1974,1974,256,1,chicks,None,"<strong>Ainley, D. G., R. C. Wood, and W. J. L. Sladen, </strong><i> 1978</i>. Bird life at Cape Crozier, Ross Island. The Wilson Bulletin 90:492-510. ",None
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1975,1975,118,1,chicks,None,"<strong>Ainley, D. G., R. C. Wood, and W. J. L. Sladen, </strong><i> 1978</i>. Bird life at Cape Crozier, Ross Island. The Wilson Bulletin 90:492-510. ",None
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1977,1977,40,1,chicks,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,1983,1983,78,1,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1985,1985,167392,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1986,1986,177284,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1987,1987,177083,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1988,1988,131694,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1989,1989,136309,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1990,1990,109156,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1991,1991,118220,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1992,1992,134438,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1993,1993,121457,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1994,1994,120983,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1995,1995,115771,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1996,1996,117675,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1997,1997,153396,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1998,1998,125441,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,1999,1999,156441,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2000,2000,1201,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2001,2001,67114,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2001,2001,0,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2001,2001,0,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2002,2002,161079,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2002,2002,247,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2003,2003,100843,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2003,2003,279,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2003,2003,333,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2004,2004,182492,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2004,2004,475,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2004,2004,224,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2005,2005,194449,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2005,2005,0,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2005,2005,437,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2006,2006,205667,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2006,2006,359,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2006,2006,469,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2007,2007,197990,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2007,2007,612,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2007,2007,537,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2008,2008,193624,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2008,2008,367,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2008,2008,623,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2009,2009,282515,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,11,10,2009,2009,303,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2010,2010,278928,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2010,2010,427,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2010,2010,856,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2011,2011,261371,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2011,2011,709,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2011,2011,878,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2012,2012,272340,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2012,2012,1080,1,chicks,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,Unknown,Unknown,2012,2012,1189,1,adults,ground,"<strong>Kooyman, G.L. and P.J. Ponganis, </strong><i> 2016</i>. Rise and fall of Ross Sea emperor penguin colony populations: 2000 to 2012. Antarctic Science 29:201-208.",See original source for more details on methodology and survey precision.
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,Unknown,12,2013,2013,280787,2,nests,aerial,"<strong>Lyver, P. O., </strong><i> ???? </i> Ad&#233;lie census data. dataset.",Assume aerial photo from early December.
Cape Darnley,DARN,58.4.2,69.7,-67.88,emperor penguin,Unknown,Unknown,1961,1961,5000,3,adults,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Cape Darnley,DARN,58.4.2,69.7,-67.88,emperor penguin,15,10,2009,2009,3465,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Dawson,DAWS,48.5,-26.67,-76.02,emperor penguin,Unknown,Unknown,1986,1986,11700,2,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Dawson,DAWS,48.5,-26.67,-76.02,emperor penguin,13,10,2009,2009,2597,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Davis Bay,DBAY,88.1,158.49,-69.35,emperor penguin,11,10,2009,2009,1745,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Dibble Glacier,DIBB,58.4.1,134.79,-66.01,emperor penguin,12,10,2009,2009,12476,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Dolleman,DOLL,48.5,-60.43,-70.61,emperor penguin,4,10,2009,2009,1620,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Drescher,DRES,48.6,-19.34,-72.83,emperor penguin,Unknown,Unknown,1986,1986,6600,2,chicks,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Drescher,DRES,48.6,-19.34,-72.83,emperor penguin,4,10,2009,2009,2305,2,adults,vhr,"<strong>Fretwell, P. T., M. A. LaRue, P. Morin, G. L. Kooyman, B. Wienecke, N. Ratcliffe, A. J. Fox, A. H. Fleming, C. Porter, and P. N. Trathan, </strong><i> 2012</i>. An emperor penguin population estimate: The first global, synoptic survey of a species from space. PLoS ONE 7:e33751.",See original source for more details on methodology and survey precision.
Emperor Island,EMPE,48.1,-68.71,-67.8647,emperor penguin,Unknown,10,1948,1948,70,None,chicks,None,"<strong>Trathan, P. N., P. T. Fretwell, and B. Stonehouse</strong><i>, 2011</i>. First recorded loss of an emperor penguin colony in the recent period of Antarctic regional warming: Implications for other colonies. PLoS ONE 6:e14738.",None
Emperor Island,EMPE,48.1,-68.71,-67.8647,emperor penguin,Unknown,Unknown,1949,1949,150,None,chicks,None,"<strong>Trathan, P. N., P. T. Fretwell, and B. Stonehouse</strong><i>, 2011</i>. First recorded loss of an emperor penguin colony in the recent period of Antarctic regional warming: Implications for other colonies. PLoS ONE 6:e14738.",None
